CODFILIAL;CLASSIFICACAO;CODPROD;PRODUTO;CODFORNEC;FORNECEDOR;VALOR_ULTIMA_ENTRADA;QTD_TOTAL_ESTOQUE;QTD_GIRO_DIA;COBERTURA_ESTOQUE_ORIGINAL;COBERTURA_ESTOQUE_AJUSTADA;QTD_VENDAS_90D;QTD_DIAS_ZERADOS;VALOR_ESTOQUE;GIRO_MEDIO_CORRIGIDO;VALOR_EXCEDENTE
5;Farma;69116;MERTHIOLATE 30ML;47252;HYPERA S.A;15,38;20;1,117;17,91;17,91;112;0;307,6;1,24;0,0
5;Farma;69124;MERTHIOLATE SPR 45ML;47252;HYPERA S.A;27,84;48;0,097;494,85;494,85;10;0;1336,32;0,11;1093,28
5;Farma;69132;ESCABIN PRO 4%  EMUL 100ML;47252;HYPERA S.A;21,37;28;1,456;19,23;19,23;135;0;598,36;1,5;0,0
5;Farma;69256;MELHORAL ADT (25X8) COM;47252;HYPERA S.A;191,26;6;0,208;28,85;28,85;15;0;1147,56;0,17;0,0
5;Farma;69418;ACIDO MEFENAMICO 500MG 24COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;9,059896;34;2,394;14,2;14,2;158;0;308,04;1,76;0,0
5;Farma;69426;LOSARTANA 50MG 30COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;1,776998;39;2,2;17,73;17,73;129;23;69,3;1,93;0,0
5;Farma;70009;DEXCLORFENIRAMINA+BETA XPE 120ML GEN GLB;31305;LABORATORIO GLOBO LTDA;4,04;1220;3,99;305,76;305,76;411;0;4928,8;4,57;3478,02
5;Farma;70017;DESONIDA CR 0,5MG/G 30G GEN GLB;31305;LABORATORIO GLOBO LTDA;4,93;4;3,574;1,12;1,12;283;2;19,72;3,22;0,0
5;Farma;70068;APETIVAN BC (CIPROEPTADINA+AS) XPE 240ML;29;PHARMASCIENCE LABORATORIOS LTDA;5,6905;50;0,245;204,08;204,08;13;50;284,53;0,33;159,05
5;Farma;70076;KAOSEC (LOPERAMIDA) 2MG (50X4) 200COM;29;PHARMASCIENCE LABORATORIOS LTDA;15,675;23;5,544;4,15;4,15;438;0;360,53;4,87;0,0
5;Farma;70246;AMOXICILINA ADT 500MG 21COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;6,93;40;0,435;91,95;91,95;10;0;277,2;0,11;5,88
5;Farma;70327;HIDROQUINONA 40MG/G 30G GEL GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;29,921267;81;0,165;490,91;490,91;16;0;2423,62;0,18;1979,29
5;Farma;70505;AMPICILINA 500MG 10CAP GEN NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);5,46;206;5,728;35,96;35,96;566;0;1124,76;6,29;0,0
5;Farma;70530;DIURIX (HIDROCLOROTIAZIDA) 25MG 30COM;30791;LABORATORIO TEUTO BRASILEIRO S/A;1,06;37664;211,117;178,4;178,4;17956;0;39923,84;199,51;19782,89
5;Farma;70670;BRONTEK (ACEBROFILINA) XPE PED 5MG 120ML;33928;GEOLAB IND FARMACEUTICA S/A;6,39;296;1,262;234,55;234,55;128;0;1891,44;1,42;1165,67
5;Farma;70688;BRONTEK (ACEBROFILINA) XPE ADT10MG 120ML;33928;GEOLAB IND FARMACEUTICA S/A;8,111042;106;0,447;237,14;237,14;46;0;859,77;0,51;533,47
5;Farma;70696;ONCICREM-A (TRIANCINOLONA) 1MG 10G PM;33928;GEOLAB IND FARMACEUTICA S/A;3,4;560;20,33;27,55;27,55;1874;0;1904,0;20,82;0,0
5;Farma;70700;VITAUM (CLORID TIAMINA) 300MG 30COM;33928;GEOLAB IND FARMACEUTICA S/A;10,99;129;0,641;201,25;201,25;30;0;1417,71;0,33;783,7
5;Farma;70726;TININ (TIOCONAZOL+TINIDAZOL) CR 35G 7APL;33928;GEOLAB IND FARMACEUTICA S/A;13,99;185;2,786;66,4;66,4;238;0;2588,15;2,64;0,0
5;Farma;70840;ENALAPRIL 10MG 30COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;2,32;778;30,447;25,55;25,55;3136;0;1804,96;34,84;0,0
5;Farma;70874;ATROVERAN DIP 1G DISPLAY (50X4) 200COM;47252;HYPERA S.A;185,7744;8;0,4;20,0;20,0;4;0;1486,2;0,04;0,0
5;Farma;70980;NEOMICINA+BACITRACINA ZINC 15G GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;3,29;127;2,621;48,45;48,45;252;0;417,83;2,8;0,0
5;Farma;70998;NEOMICINA+BACITRACINA ZINC 50G GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;8,98;20;0,029;689,66;689,66;3;0;179,6;0,03;156,16
5;Farma;71099;BELFACTRIM (SULFA+TRIMET ) 20COM;2378;BELFAR LTDA;4,19;745;12,068;61,73;61,73;926;0;3121,55;10,29;0,0
5;Farma;71307;CLARITROMICINA 500MG 14COM GEN PHARLAB ;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;32,7;66;3,043;21,69;21,69;259;9;2158,2;3,2;0,0
5;Farma;71315;LANSOPRAZOL 30MG 28CAP GEN NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);25,569878;51;0,049;1040,82;1040,82;5;0;1304,06;0,06;1191,3
5;Farma;71390;SUAVICID CR (HIDR+TRETI+FLUOCINOLON) 15G;37273;LEGRAND PHARMA IND FARM LTDA;47,430357;119;1,913;62,21;62,21;171;0;5644,21;1,9;0,0
5;Farma;71404;SUAVICID CR (HIDR+TRETI+FLUOCINOLON) 30G;37273;LEGRAND PHARMA IND FARM LTDA;71,189762;118;0,078;1512,82;1512,82;8;0;8400,39;0,09;7900,64
5;Farma;71412;CLONAZEPAM 2MG 30COM (B1) GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;2,710476;211;0,553;381,56;381,56;35;0;571,91;0,39;437,01
5;Farma;71692;ANEMIFER (SULF FERROSO) 50MG XPE 100ML;29;PHARMASCIENCE LABORATORIOS LTDA;5,6905;2;2,0;1,0;1,0;58;0;11,38;0,64;0,0
5;Farma;71846;BUPROVIL (IBUPROFENO) DISP 300MG 200COM;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);36,008958;698;5,347;130,54;130,54;382;0;25134,25;4,24;7805,6
5;Farma;72346;LACTULIV (LACTULOSE) 667MG 120ML AMEIXA ;37273;LEGRAND PHARMA IND FARM LTDA;7,595645;119;3,534;33,67;33,67;292;0;903,88;3,24;0,0
5;Farma;72583;CIMELIDE (NIMESULIDA) 50MG/ML GTS 15ML;54127;CIMED REMEDIOS SA;3,339967;1;0,0;;9999,0;0;0;3,34;0,0;0,0
5;Farma;73652;FENAFLEX ODC (DIP+ORF+CAF) 200COM;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;44,13025;73;0,252;289,68;289,68;17;0;3221,51;0,19;2220,63
5;Farma;73776;SALICETIL (AAS ) INF 100MG 200COM;30856;BRASTERAPICA INDUSTRIA FARM.LT;8,99;33;0,592;55,74;55,74;42;19;296,67;0,59;0,0
5;Farma;73890;ISOSSORBIDA 40MG 20COM GEN ZYDUS;790478;ZYDUS NIKKHO FARMACEUTICA LTDA;4,0;4;0,049;81,63;81,63;5;0;16,0;0,06;0,0
5;Farma;73989;POLARADEX (DEXCLORFENIRAMINA) XPE 100ML;33057;NATULAB LABORATORIO LTDA;4,02;1275;6,388;199,59;199,59;595;0;5125,5;6,61;2814,29
5;Farma;74055;ATENOLOL 25MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;1,014702;43772;34,272;1277,19;1277,19;2116;0;44415,54;23,51;41285,7
5;Farma;74110;ANLODIPINO 5MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,1114;84;1,32;63,64;63,64;120;0;177,36;1,33;0,0
5;Farma;74136;ANLODIPINO 5MG 60COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;4,804583;36;0,119;302,52;302,52;12;0;172,96;0,13;121,5
5;Farma;74144;AMOX+CLAV POT 500+125MG 18COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);35,6145;114;0,0;;9999,0;0;0;4060,05;0,0;0,0
5;Farma;74160;BROMAZEPAM 3MG 20COM ( B1) GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,8256;32;0,175;182,86;182,86;18;0;90,42;0,2;45,92
5;Farma;74195;BROMAZEPAM 3MG 30COM (B1) GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,7398;50;1,681;29,74;29,74;93;0;136,99;1,03;0,0
5;Farma;74209;BROMETO DE IPRATROPIO 20ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;2,484625;110;2,641;41,65;41,65;249;0;273,31;2,77;0,0
5;Farma;74225;BROMOPRIDA 4MG/ML 20ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;5,25575;71;0,864;82,18;82,18;87;0;373,16;0,97;0,0
5;Farma;74349;CARVEDILOL 25MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;3,7686;578;12,369;46,73;46,73;1124;0;2178,25;12,49;0,0
5;Farma;74403;AMBROXOL XPE ADT 30MG/5ML 120ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;5,834167;122;1,961;62,21;62,21;144;0;711,77;1,6;0,0
5;Farma;74489;METFORMINA 500MG LP 60COM GEN PRATI;789429;PRATI DONADUZZI & CIA LTDA - PR;8,19;300;3,816;78,62;78,62;250;18;2457,0;3,47;0,0
5;Farma;74500;METFORMINA 850MG 60COM GEN PRATI;789429;PRATI DONADUZZI & CIA LTDA - PR;7,67;2235;16,047;139,28;139,28;1364;0;17142,45;15,16;6065,34
5;Farma;74535;SERTRALINA 100MG 30COM (C1) GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;11,011333;40;5,324;7,51;7,51;300;0;440,45;3,33;0,0
5;Farma;74551;SIBUTRAMINA 15MG 30CAP (B2) GEN ACHE;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;10,678867;119;2,417;49,23;49,23;217;0;1270,79;2,41;0,0
5;Farma;74594;VENLAFAXINA 37,5MG 28COM (C1 ) GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;16,139286;24;0,291;82,47;82,47;22;0;387,34;0,24;0,0
5;Farma;74608;VENLAFAXINA 75MG 30CAP XR (C1) GEN NQ;47252;HYPERA S.A;18,39;60;0,831;72,2;72,2;60;0;1103,4;0,67;0,0
5;Farma;74616;VENLAFAXINA 75MG 28COM (C1 ) GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;30,378036;55;0,534;103,0;103,0;38;0;1670,79;0,42;210,88
5;Farma;74624;VERAPAMIL 80MG 30COM GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;5,887143;56;1,1;50,91;50,91;62;0;329,68;0,69;0,0
5;Farma;74713;DIPIRONA SOD 50MG/ML 100ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;5,147342;1857;11,67;159,13;159,13;1101;0;9558,61;12,23;4152,5
5;Farma;74748;PREDNISOLONA 3MG/ML 60MLGEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;5,385313;4137;22,223;186,16;186,16;2127;0;22279,04;23,63;11508,12
5;Farma;74756;PREDNISOLONA 3MG/ML 120ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;8,765534;929;1,893;490,76;490,76;184;0;8143,18;2,04;6649,81
5;Farma;74802;FUROSEMIDA 40MG 3OCOM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,918275;360;19,804;18,18;18,18;1770;11;1050,58;22,41;0,0
5;Farma;74926;LORATADINA 10MG 12COM GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;3,312121;197;2,32;84,91;84,91;229;0;652,49;2,54;0,0
5;Farma;74934;LORATADINA XPE 100ML GEN BIOS;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;6,555397;212;3,398;62,39;62,39;241;0;1389,74;2,68;0,0
5;Farma;74942;LORATADINA+PSEUDOEF 12MG/ML 60ML GEN BIO;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;8,581429;29;0,544;53,31;53,31;54;0;248,86;0,6;0,0
5;Farma;75116;ISOSSORBIDA 40MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;11,60195;74;1,689;43,81;43,81;172;0;858,54;1,91;0,0
5;Farma;75124;ISOSSORBIDA 20MG 20COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;4,2808;76;0,311;244,37;244,37;30;0;325,34;0,33;205,52
5;Farma;75132;ISOSSORBIDA 20MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;4,7154;50;4,987;10,03;10,03;386;25;235,77;5,94;0,0
5;Farma;75230;OMEPRAZOL 40MG 30CAP LIB RETARD GEN NVQ;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);13,422321;1001;5,0;200,2;200,2;429;0;13435,74;4,77;7395,7
5;Farma;75337;CLONAZEPAM 2MG 30COM (B1) GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;1,89;2093;59,078;35,43;35,43;5002;0;3955,77;55,58;0,0
5;Farma;75345;CLONAZEPAM 0,5MG 30COM (B1) GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;2,26;311;12,592;24,7;24,7;1108;0;702,86;12,31;0,0
5;Farma;75370;TART METOPROLOL 100MG LP 30COM GEN  BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;6,550833;78;1,683;46,35;46,35;135;0;510,96;1,5;0,0
5;Farma;75710;NASOJET (CLOR SODIO) 9MG/ML SOL NAS 50ML;33057;NATULAB LABORATORIO LTDA;6,741395;368;4,413;83,39;83,39;273;23;2480,83;4,07;0,0
5;Farma;75779;NORFLOXACINO 400MG 14COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);9,341806;81;4,117;19,67;19,67;364;0;756,69;4,04;0,0
5;Farma;75876;VITAMIN E 400MG 30CAP;33057;NATULAB LABORATORIO LTDA;12,159481;45;0,291;154,64;154,64;12;0;547,18;0,13;228,72
5;Farma;76015;NEMICINA (NEOMICINA) PM .3,5MG 20G;794468;CELLERA CONSUMO LTDA (ES);5,184727;83;1,039;79,88;79,88;66;0;430,33;0,73;0,0
5;Farma;76031;LACTULIV (LACTULOSE) 667MG 120ML S FRUTA;37273;LEGRAND PHARMA IND FARM LTDA;7,482205;43;1,34;32,09;32,09;118;0;321,73;1,31;0,0
5;Farma;76074;CIMETIDINA 200MG 20COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;4,6288;852;11,039;77,18;77,18;1020;0;3943,74;11,33;0,0
5;Farma;76082;CIMETIDINA 400MG 16COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;7,0088;851;12,087;70,41;70,41;1121;0;5964,49;12,46;0,0
5;Farma;76112;HIDROCORTISONA CR 10MG/G 30G GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;6,29;476;6,563;72,53;72,53;439;0;2994,04;4,88;0,0
5;Farma;76139;CIMETIDINA 200MG 10COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;2,38;2972;31,029;95,78;95,78;2543;0;7073,36;28,26;426,85
5;Farma;76147;CEFALEXINA 500MG 10COM GEN TEUTO;30791;LABORATORIO TEUTO BRASILEIRO S/A;5,2;29651;197,563;150,08;150,08;16927;0;154185,2;188,08;61723,39
5;Farma;76171;TETRACICLINA 500MG 8CAP GEN MEDQ;31267;MEDQUIMICA IND FARMACEUTICA S.;2,651619;296;0,816;362,75;362,75;75;0;784,88;0,83;590,15
5;Farma;76180;HIDROCORTISONA CR 10MG/G 15G GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;4,390389;101;5,817;17,36;17,36;349;0;443,43;3,88;0,0
5;Farma;76201;INTESTIN (LOPERAMIDA) 2MG 12COM;31305;LABORATORIO GLOBO LTDA;1,59;2523;13,864;181,98;181,98;1336;0;4011,57;14,84;2027,61
5;Farma;76309;MIOFIBRAX (CICLOBENZAPRINA) 10MG 30COM;37273;LEGRAND PHARMA IND FARM LTDA;9,066343;128;0,155;825,81;825,81;10;0;1160,49;0,11;1034,02
5;Farma;76325;AMBROXOL XPE PED 15MG/5ML 120ML GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;3,33;1590;5,136;309,58;309,58;529;0;5294,7;5,88;3755,44
5;Farma;76333;SULFA+TRIMET 40+8MG/ML 100ML GEN TEUTO;30791;LABORATORIO TEUTO BRASILEIRO S/A;3,56;3952;43,981;89,86;89,86;4199;0;14069,12;46,66;0,0
5;Farma;76406;LABCAINA (LIDOCAINA) PM DERM 50MG/G 25G;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;6,391125;122;0,718;169,92;169,92;66;0;779,72;0,73;366,73
5;Farma;76465;FLUCONAZOL 150MG 2CAP GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;2,09;95;0,718;132,31;132,31;74;0;198,55;0,82;63,49
5;Farma;76473;FLUCONAZOL 150MG 1CAP GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;1,29;190;0,777;244,53;244,53;80;0;245,1;0,89;154,89
5;Farma;76503;DEXAMETASONA ELIXIR 0,1MG/ML 100ML TEUTO;30791;LABORATORIO TEUTO BRASILEIRO S/A;2,3538;3266;19,078;171,19;171,19;1696;0;7687,51;18,84;3645,94
5;Farma;76520;NORFLOXACINO 400MG 14COM GEN GLB;31305;LABORATORIO GLOBO LTDA;5,79;1;2,446;0,41;0,41;11;0;5,79;0,12;0,0
5;Farma;76554;LIMONADA PURGATIVA SOL ORAL 200ML AIRELA;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;5,99;16;1,857;8,62;8,62;104;0;95,84;1,16;0,0
5;Farma;76708;LIMP LENT SOL LENTE  350ML+120ML+1ESTOJO;30;VITAMEDIC IND FARMACEUTICA LTDA;24,993676;125;0,165;757,58;757,58;14;0;3124,21;0,16;2753,06
5;Farma;76767;CICLOBENZAPRINA 10MG 15COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,699612;233;16,24;14,35;14,35;1048;0;629,01;11,64;0,0
5;Farma;76775;CICLOBENZAPRINA 10MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;4,4354;108;3,807;28,37;28,37;297;0;479,02;3,3;0,0
5;Farma;76783;CICLOBENZAPRINA 5MG 15COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,5885;115;4,0;28,75;28,75;400;0;297,68;4,44;0,0
5;Farma;76791;CICLOBENZAPRINA 5MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;4,5949;173;1,058;163,52;163,52;76;0;794,92;0,84;357,4
5;Farma;76880;DESLORANA (DESLORATADINA) 0,5MG/ML 60ML;37273;LEGRAND PHARMA IND FARM LTDA;5,005221;48;1,534;31,29;31,29;158;0;240,25;1,76;0,0
5;Farma;77070;AMOXICILINA SUSP 250MG/5ML 150MLGEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;15,545521;106;0,019;5578,95;9999,0;0;0;1647,83;0,0;0,0
5;Farma;77097;CARVEDILOL 3,125MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;1,633233;325;4,942;65,76;65,76;439;0;530,8;4,88;0,0
5;Farma;77100;CARVEDILOL 6,25MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;1,8271;3;7,641;0,39;0,39;664;0;5,48;7,38;0,0
5;Farma;77119;CARVEDILOL 12,5MG 30COM GEN BIOS;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;2,5673;428;7,583;56,44;56,44;694;0;1098,8;7,71;0,0
5;Farma;77372;SEAKALM (PASSIFLORA INCARN) 260MG 20COM;33057;NATULAB LABORATORIO LTDA;12,92;710;18,058;39,32;39,32;1548;0;9173,2;17,2;0,0
5;Farma;77380;CALCIOVITAL B12 250ML;33057;NATULAB LABORATORIO LTDA;6,721857;300;6,01;49,92;49,92;492;0;2016,56;5,47;0,0
5;Farma;77399;HIDRAPLEX PO NATURAL 27.9G 4ENV;33057;NATULAB LABORATORIO LTDA;8,091333;290;2,039;142,23;142,23;180;0;2346,49;2,0;861,68
5;Farma;77402;HIDRAPLEX PO GUARANA 27.9G 4ENV ;33057;NATULAB LABORATORIO LTDA;8,118607;361;1,65;218,79;218,79;140;0;2930,82;1,56;1725,22
5;Farma;77410;HIDRAPLEX PO AGUA DE COCO  27,9G 4ENV;33057;NATULAB LABORATORIO LTDA;8,141429;407;2,388;170,44;170,44;204;0;3313,56;2,27;1563,85
5;Farma;77429;HIDRAPLEX PO LARANJA  27.9G 4ENV;33057;NATULAB LABORATORIO LTDA;7,911389;275;1,942;141,61;141,61;159;0;2175,63;1,77;792,91
5;Farma;77437;HIDRAPLEX PO TUTTI - FRUTTI 27,9G 4ENV;33057;NATULAB LABORATORIO LTDA;8,14;199;1,233;161,39;161,39;97;0;1619,86;1,08;716,54
5;Farma;77445;HIDRAPLEX PO UVA 27,9G 4ENV;33057;NATULAB LABORATORIO LTDA;8,111333;261;0,922;283,08;283,08;76;0;2117,06;0,84;1443,98
5;Farma;77585;PANTOPRAZOL SOD 40MG 28COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;5,889688;212;4,659;45,5;45,5;306;21;1248,61;4,43;0,0
5;Farma;77780;DOXAZOSINA 2MG 30COM GEN TB;30791;LABORATORIO TEUTO BRASILEIRO S/A;3,29;78;5,699;13,69;13,69;497;0;256,62;5,52;0,0
5;HB;77879;FITA MICROPOROSA BRANCA 2,5CMX4,5M CREM;791794;CREMER S.A;6,036728;67;0,282;237,59;237,59;29;0;404,46;0,32;302,32
5;HB;77895;CURATIVO CARE BEGE 10UND CREMER;791794;CREMER S.A;2,289793;179;2,534;70,64;70,64;261;0;409,87;2,9;61,74
5;Farma;77933;STARFOR C 1G 10COM EFERV;33057;NATULAB LABORATORIO LTDA;9,292699;288;2,515;114,51;114,51;152;0;2676,3;1,69;572,84
5;Farma;78000;AZITROMICINA 500MG 5COM GEN GLB;31305;LABORATORIO GLOBO LTDA;4,51;207;8,272;25,02;25,02;441;0;933,57;4,9;0,0
5;Farma;78115;EXPECTAMIN (DEXC+PSEU+GUAI) XPE 120ML;37273;LEGRAND PHARMA IND FARM LTDA;11,51;282;4,922;57,29;57,29;301;14;3245,82;3,96;0,0
5;Farma;78417;CENEVIT (ACIDO ASCORBICO) 200MG GTS 30ML;37273;LEGRAND PHARMA IND FARM LTDA;4,227893;55;0,35;157,14;157,14;33;0;232,53;0,37;99,35
5;Farma;78522;SILDENAFILA 50MG 8COM GEN LEG;37273;LEGRAND PHARMA IND FARM LTDA;2,295;68;1,84;36,96;36,96;138;0;156,06;1,53;0,0
5;Farma;78611;VIDENFIL (SILDENAFILA) 50MG 4COM;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);1,643125;136;4,01;33,92;33,92;305;0;223,47;3,39;0,0
5;Farma;78638;ALERGIDEX (DEXCLO+BETA) XPE PED 120ML;47252;HYPERA S.A;7,150778;517;4,466;115,76;115,76;417;0;3696,95;4,63;822,68
5;Farma;79073;DRENOGRIP (DIP+CAF+CLORF) 6X20 120COM;2378;BELFAR LTDA;14,76;263;6,338;41,5;41,5;507;10;3881,88;6,34;0,0
5;Farma;79103;SILDENAFILA 50MG 4COM GEN SDZ;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);2,556;6;1,99;3,02;3,02;205;0;15,34;2,28;0,0
5;Farma;79146;CONAZOL (CETOCONAZOL) CR 20MG/G 20G;30856;BRASTERAPICA INDUSTRIA FARM.LT;3,68;400;0,0;;9999,0;0;0;1472,0;0,0;0,0
5;Farma;79154;ASSEPTCARE SOL SPR 50ML;47252;HYPERA S.A;8,73;60;2,718;22,08;22,08;199;25;523,8;3,06;0,0
5;Farma;79189;VIT NEO QUIMICA CTBS SENIOR 60COM;47252;HYPERA S.A;4,342302;1;2,835;0,35;0,35;255;0;4,34;2,83;0,0
5;Farma;79243;CLANISTIL (NAFAZ+FENIRAM) SOL OFT 15ML;47252;HYPERA S.A;4,26;687;12,689;54,14;54,14;1115;0;2926,62;12,39;0,0
5;Farma;79294;EPICITRIN (NEOMICINA+BACITRACINA) PM 10G;47252;HYPERA S.A;4,29;200;0,495;404,04;404,04;51;0;858,0;0,57;666,88
5;Farma;79316;FLOMICIN (SACCHAROMYCES) 200MG 4ENV 1G;47252;HYPERA S.A;6,808981;88;6,117;14,39;14,39;523;0;599,19;5,81;0,0
5;Farma;79367;HISTAMIN (DEXCLORFENIRAMINA) 2MG 20COM;47252;HYPERA S.A;3,653847;2724;55,641;48,96;48,96;5080;0;9953,08;56,44;0,0
5;Farma;79375;HISTAMIN (DEXCLORFENIRAMINA) XPE 100ML;47252;HYPERA S.A;8,01636;2881;47,854;60,2;60,2;4364;0;23095,13;48,49;0,0
5;Farma;79391;NAPRONAX (NAPROXENO) 550MG 10COM;47252;HYPERA S.A;9,280924;2310;30,631;75,41;75,41;2989;0;21438,93;33,21;0,0
5;Farma;79421;CETOPROFENO 150MG 10COM LP GEN NQ;47252;HYPERA S.A;5,18;1943;68,942;28,18;28,18;6117;0;10064,74;67,97;0,0
5;Farma;79502;NEOLEFRIN (PARACET+ASSOC) 50X4 200COM;47252;HYPERA S.A;91,34;7;0,208;33,65;33,65;5;79;639,38;0,45;0,0
5;Farma;79510;NEOLEFRIN (PARAC+AC ACETIL ) XPE 60ML;47252;HYPERA S.A;6,3909;3064;49,282;62,17;62,17;4476;0;19581,72;49,73;0,0
5;Farma;79537;NEOSSOLVAN (AMBROXOL) XPE INF 120ML;47252;HYPERA S.A;7,84;197;0,117;1683,76;1683,76;12;0;1544,48;0,13;1461,92
5;Farma;79553;NEOTOSS (DROPROPIZINA) XPE PED 60ML;47252;HYPERA S.A;5,16;2592;15,087;171,8;171,8;1554;0;13374,72;17,27;6368,17
5;Farma;79626;NEOSSOLVAN (AMBROXOL) XPE ADT 120ML;47252;HYPERA S.A;8,871097;225;0,117;1923,08;1923,08;12;0;1996,0;0,13;1902,59
5;Farma;79669;NEOTOSS (DROPROPIZIDA) XPE ADT 100ML;47252;HYPERA S.A;6,986;1051;14,612;71,93;71,93;1379;0;7342,29;15,32;0,0
5;Farma;79677;FLUXON (CINARIZINA) 25MG 30COM;47252;HYPERA S.A;7,733068;767;22,126;34,67;34,67;2033;0;5931,26;22,59;0,0
5;Farma;79812;EQUILIBRISSE (PASSIFLORA) 420MG 10COM;47252;HYPERA S.A;6,53;486;5,369;90,52;90,52;428;0;3173,58;4,76;18,23
5;Farma;79987;SENARETI 29MG 20COM;47252;HYPERA S.A;16,123968;90;0,165;545,45;545,45;13;0;1451,16;0,14;1211,72
5;Farma;79995;SENARETI GELEIA 150G;47252;HYPERA S.A;32,993667;32;0,32;100,0;100,0;32;0;1055,8;0,36;105,58
5;Farma;80063;TIBIAL (TIBOLONA) 2,5MG 28COM;47252;HYPERA S.A;24,084203;30;4,068;7,37;7,37;365;0;722,53;4,06;0,0
5;Farma;80098;VERTIGIUM 10MG 50COM;47252;HYPERA S.A;8,041977;708;18,252;38,79;38,79;1615;0;5693,72;17,94;0,0
